institution_id,institution_standardized,year,paper1_key_match_verified,paper1_commit,paper2_base_commit,pci,pci_median,tone_index,clarity_index,legal_load_index,Source_Year,Is_Carried_Forward,n_sentences,n_words,new_patent_apps,total_patent_apps,patents_issued,disclosures,licenses,startups,license_income,research_exp,licensing_ftes,royalty_share,tlo_age,private,carnegie_r1,med_school,land_grant,ln_new_patent_apps,ln_total_patent_apps,ln_patents_issued,ln_disclosures,ln_licenses,ln_startups,ln_license_income,conv_rate,pci_l1,pci_l2,pci_l3,pci_l4,pci_l5,ln_research_exp_l1,ln_licensing_ftes_l1,royalty_share_l1
71496,Florida Atlantic University,2022,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3875904372003058,0.46212091,-0.0542989555225506,0.2632440155329638,-0.2007867041323023,2020.0,1.0,327.0,11056.0,12,21.0,6.0,60,5.0,0.0,161857,56.102545,1.0,45.0,31,0,1,1,0,2.5649493574615367,3.091042453358316,1.9459101490553132,4.110873864173311,1.791759469228055,0.0,11.994474686616007,-1.5459245067117746,0.3875904372003058,0.3875904372003058,,,,4.041686512417985,0.6931471805599453,45.0
71496,Florida Atlantic University,2023,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3875904372003058,0.46212091,-0.0542989555225506,0.2632440155329638,-0.2007867041323023,2020.0,1.0,327.0,11056.0,9,32.0,2.0,40,2.0,2.0,112792,67.249877,1.0,45.0,32,0,1,1,0,2.302585092994046,3.4965075614664802,1.0986122886681096,3.713572066704308,1.0986122886681096,1.0986122886681096,11.633309559382909,-1.410986973710262,0.3875904372003058,0.3875904372003058,0.3875904372003058,,,4.044848686596906,0.6931471805599453,45.0
71501,Florida State University,1993,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,11,14.0,4.0,21,2.0,,571118,81.42,1.0,46.43,-3,0,1,1,0,2.4849066497880004,2.70805020110221,1.6094379124341003,3.091042453358316,1.0986122886681096,,13.255352873229299,-0.6061358035703157,,,,,,,,
71501,Florida State University,1994,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,10,24.0,11.0,15,3.0,0.0,6771968,88.717,1.0,46.43,-2,0,1,1,0,2.3978952727983707,3.2188758248682006,2.4849066497880004,2.772588722239781,1.3862943611198906,0.0,15.728302444551915,-0.3746934494414105,0.3669825462805755,,,,,4.411828125910671,0.6931471805599453,46.43
71501,Florida State University,1995,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,4,17.0,7.0,24,2.0,0.0,9838431,99.404,0.0,46.43,-1,0,1,1,0,1.6094379124341003,2.8903717578961645,2.0794415416798357,3.2188758248682006,1.0986122886681096,0.0,16.101806906737444,-1.6094379124341003,0.3669825462805755,0.3669825462805755,,,,4.4966602717322885,0.6931471805599453,46.43
71501,Florida State University,1996,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,4,8.0,8.0,7,3.0,0.0,6500044,102.659,1.0,46.43,0,0,1,1,0,1.6094379124341003,2.1972245773362196,2.1972245773362196,2.0794415416798357,1.3862943611198906,0.0,15.687319657918824,-0.47000362924573547,0.3669825462805755,0.3669825462805755,0.3669825462805755,,,4.609202047101462,0.0,46.43
71501,Florida State University,1997,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,5,11.0,10.0,16,7.0,1.0,29901112,102.55,1.0,46.43,1,0,1,1,0,1.791759469228055,2.4849066497880004,2.3978952727983707,2.833213344056216,2.0794415416798357,0.6931471805599453,17.213406261748382,-1.0414538748281612,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,,4.641106665792397,0.6931471805599453,46.43
71501,Florida State University,1998,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,13,22.0,15.0,14,7.0,2.0,46642688,112.077647,1.0,46.43,2,0,1,1,0,2.639057329615259,3.1354942159291497,2.772588722239781,2.70805020110221,2.0794415416798357,1.0986122886681096,17.658026752718488,-0.06899287148695121,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,4.640054587841593,0.6931471805599453,46.43
71501,Florida State University,1999,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,15,15.0,5.0,23,8.0,1.0,57313014,132.664855,2.0,46.43,3,0,1,1,0,2.772588722239781,2.772588722239781,1.791759469228055,3.1780538303479458,2.1972245773362196,0.6931471805599453,17.864038293763922,-0.4054651081081646,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,4.728074724331568,0.6931471805599453,46.43
71501,Florida State University,2000,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,33,34.0,16.0,22,9.0,2.0,67497034,136.28415,2.0,46.43,4,0,1,1,0,3.5263605246161616,3.5553480614894135,2.833213344056216,3.1354942159291497,2.302585092994046,1.0986122886681096,18.02759422895206,0.3908663086870119,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,4.895335584930648,1.0986122886681096,46.43
71501,Florida State University,2001,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,11,35.0,7.0,25,11.0,2.0,62077749,143.24581,2.0,46.43,5,0,1,1,0,2.4849066497880004,3.58351893845611,2.0794415416798357,3.258096538021482,2.4849066497880004,1.0986122886681096,17.943898189625724,-0.7731898882334818,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,4.92205286546921,1.0986122886681096,46.43
71501,Florida State University,2002,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,10,34.0,15.0,17,9.0,2.0,52077120,154.705048,2.0,46.43,6,0,1,1,0,2.3978952727983707,3.5553480614894135,2.772588722239781,2.8903717578961645,2.302585092994046,1.0986122886681096,17.76823627399863,-0.49247648509779385,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,4.9715188581725815,1.0986122886681096,46.43
71501,Florida State University,2003,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,14,41.0,18.0,28,12.0,2.0,24023189,176.188199,2.0,46.43,7,0,1,1,0,2.70805020110221,3.7376696182833684,2.9444389791664403,3.367295829986474,2.5649493574615367,1.0986122886681096,16.99453017179318,-0.6592456288842641,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,5.04796349963745,1.0986122886681096,46.43
71501,Florida State University,2004,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,25,58.0,22.0,54,6.0,0.0,14316563,205.199334,2.0,46.43,8,0,1,1,0,3.258096538021482,4.07753744390572,3.1354942159291497,4.007333185232471,1.9459101490553132,0.0,16.476927746571498,-0.749236647210989,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,5.1772124388878344,1.0986122886681096,46.43
71501,Florida State University,2005,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,19,50.0,19.0,49,11.0,1.0,2546440,191.438051,3.0,46.43,9,0,1,1,0,2.995732273553991,3.9318256327243257,2.995732273553991,3.912023005428146,2.4849066497880004,0.6931471805599453,14.750207255982824,-0.9162907318741551,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,5.328843341703735,1.0986122886681096,46.43
71501,Florida State University,2006,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,36,55.0,12.0,51,2.0,0.0,1139604,189.229916,4.0,46.43,10,0,1,1,0,3.6109179126442243,4.02535169073515,2.5649493574615367,3.9512437185814275,1.0986122886681096,0.0,13.946192269100653,-0.3403258059372032,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,5.259774288947915,1.3862943611198906,46.43
71501,Florida State University,2007,True,25a9472b34334825b6d6c6a334f5b88eb00695b5,88cf4a1c02540b136adb8beaa35e212625ac755e,0.3669825462805755,0.467621271,-0.2540256738331014,0.1849556564600503,-0.2379633273540512,1991.0,1.0,139.0,4715.0,29,61.0,19.0,44,13.0,1.0,1813580,198.994242,4.0,46.43,11,0,1,1,0,3.4011973816621555,4.127134385045092,2.995732273553991,3.8066624897703196,2.639057329615259,0.6931471805599453,14.410813901720049,-0.40546510810816416,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,0.3669825462805755,5.248233424809222,1.6094379124341003,46.43
