Institution_Year_Key,Institution,Year,Source_Year,Is_Carried_Forward,STATE,Private,Carnegie R1,MEDSCHOOL,Urbanicity (cat),Land-Grant Institution,Stem program,Type,Med,LG,n_sentences,n_words,Mean_Tone_Score,Median_Tone_Score,supportive_share,neutral_share,restrictive_share,supportive_per_1000w,restrictive_per_1000w,sanction_per_1000w,second_person_per_1000w,inclusive_we_per_1000w,obligation_modal_share,mean_sentence_length,long_sentence_share,procedural_share,legalese_per_1000w,iptech_per_1000w,madey2002_per_1000w,roche2011_per_1000w,Tone_Index,Clarity_Index,Legal_Load_Index
New Jersey Institute of Technology || 1995,New Jersey Institute of Technology,1995,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 1996,New Jersey Institute of Technology,1996,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 1997,New Jersey Institute of Technology,1997,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 1998,New Jersey Institute of Technology,1998,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 1999,New Jersey Institute of Technology,1999,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 2000,New Jersey Institute of Technology,2000,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 2001,New Jersey Institute of Technology,2001,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 2002,New Jersey Institute of Technology,2002,1985.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,84.0,2571.0,0.4663856550160714,0.4972345125,0.20238095238095238,0.5476190476190477,0.25,4.667444574095682,13.224426293271101,0.0,0.38895371450797356,0.38895371450797356,0.6219512195121951,30.607142857142858,0.35714285714285715,0.19047619047619047,1.5558148580318942,59.12096460521198,1.1668611435239205,3.500583430571762,0.30703138442276307,0.7392775577613916,1.087594490999974
New Jersey Institute of Technology || 2003,New Jersey Institute of Technology,2003,2003.0,0,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2004,New Jersey Institute of Technology,2004,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2005,New Jersey Institute of Technology,2005,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2006,New Jersey Institute of Technology,2006,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2007,New Jersey Institute of Technology,2007,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2008,New Jersey Institute of Technology,2008,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2009,New Jersey Institute of Technology,2009,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2010,New Jersey Institute of Technology,2010,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2011,New Jersey Institute of Technology,2011,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2012,New Jersey Institute of Technology,2012,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2013,New Jersey Institute of Technology,2013,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2014,New Jersey Institute of Technology,2014,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2015,New Jersey Institute of Technology,2015,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2016,New Jersey Institute of Technology,2016,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2017,New Jersey Institute of Technology,2017,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2018,New Jersey Institute of Technology,2018,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2019,New Jersey Institute of Technology,2019,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2020,New Jersey Institute of Technology,2020,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2021,New Jersey Institute of Technology,2021,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2022,New Jersey Institute of Technology,2022,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2023,New Jersey Institute of Technology,2023,2003.0,1,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,99.0,4055.0,0.4507156352020202,0.49356905700000003,0.25252525252525254,0.3939393939393939,0.35353535353535354,1.7262638717632552,15.289765721331689,0.2466091245376079,0.0,0.0,0.7843137254901961,40.95959595959596,0.6565656565656566,0.15151515151515152,1.4796547472256474,24.907521578298397,0.2466091245376079,3.2059186189889024,-0.39119333329406375,-0.6708663972912808,-0.08445192598302466
New Jersey Institute of Technology || 2024,New Jersey Institute of Technology,2024,2024.0,0,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,113.0,4487.0,0.4751554592920354,0.49687242600000003,0.2831858407079646,0.39823008849557523,0.3185840707964602,1.5600624024960998,11.811901047470469,0.22286605749944285,0.0,0.0,0.7731958762886598,39.70796460176991,0.6017699115044248,0.1415929203539823,2.005794517494986,29.6411856474259,0.4457321149988857,3.1201248049921997,-0.279068354869609,-0.524938357732916,0.27576289291292094
New Jersey Institute of Technology || 2025,New Jersey Institute of Technology,2025,2025.0,0,NJ,0.0,1.0,1.0,Urban,0.0,1.0,Public R1,Y,N,41.0,1637.0,0.35564878591463417,0.352789969,0.17073170731707318,0.34146341463414637,0.4878048780487805,1.832620647525962,16.493585827733657,0.0,0.0,0.0,0.5789473684210527,39.926829268292686,0.5609756097560976,0.14634146341463414,1.832620647525962,6.719609040928527,0.0,0.0,-0.056104180690044914,-0.40317754801017136,-0.556379607930793
New Mexico State University || 1993,New Mexico State University,1993,1993.0,0,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 1994,New Mexico State University,1994,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 1995,New Mexico State University,1995,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 1996,New Mexico State University,1996,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 1997,New Mexico State University,1997,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 1998,New Mexico State University,1998,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 1999,New Mexico State University,1999,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2000,New Mexico State University,2000,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2001,New Mexico State University,2001,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2002,New Mexico State University,2002,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2003,New Mexico State University,2003,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2004,New Mexico State University,2004,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2005,New Mexico State University,2005,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2006,New Mexico State University,2006,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2007,New Mexico State University,2007,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2008,New Mexico State University,2008,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2009,New Mexico State University,2009,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2010,New Mexico State University,2010,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2011,New Mexico State University,2011,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2012,New Mexico State University,2012,1993.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,56.0,1646.0,0.5029424507589286,0.497534122,0.23214285714285715,0.5357142857142857,0.23214285714285715,4.25273390036452,11.543134872417983,0.0,0.0,0.0,0.8809523809523809,29.392857142857142,0.3392857142857143,0.14285714285714285,0.0,19.441069258809232,0.0,4.860267314702308,-0.09318152025599642,0.5977787727372676,-0.8354091292701089
New Mexico State University || 2013,New Mexico State University,2013,2013.0,0,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,6226.0,186809.0,0.3624180875284774,0.4678450965,0.09251525859299711,0.5176678445229682,0.3898168968840347,2.7354142466369393,12.895524305574142,1.204438758303936,0.04817755033215745,0.03747142803612246,0.6596920647453612,30.00465788628333,0.3392226148409894,0.15467394796016704,0.31047754658501464,1.5309754883330033,0.05353061148017493,0.2515938739568222,-0.4869311407290415,0.6318110205686142,-1.3143778596473987
New Mexico State University || 2014,New Mexico State University,2014,2013.0,1,NM,0.0,1.0,1.0,Semi-Urban,1.0,1.0,Public R1,Y,Y,6226.0,186809.0,0.3624180875284774,0.4678450965,0.09251525859299711,0.5176678445229682,0.3898168968840347,2.7354142466369393,12.895524305574142,1.204438758303936,0.04817755033215745,0.03747142803612246,0.6596920647453612,30.00465788628333,0.3392226148409894,0.15467394796016704,0.31047754658501464,1.5309754883330033,0.05353061148017493,0.2515938739568222,-0.4869311407290415,0.6318110205686142,-1.3143778596473987
