Institution_Year_Key,Institution,Year,Source_Year,Is_Carried_Forward,STATE,Private,Carnegie R1,MEDSCHOOL,Urbanicity (cat),Land-Grant Institution,Stem program,Type,Med,LG,n_sentences,n_words,Mean_Tone_Score,Median_Tone_Score,supportive_share,neutral_share,restrictive_share,supportive_per_1000w,restrictive_per_1000w,sanction_per_1000w,second_person_per_1000w,inclusive_we_per_1000w,obligation_modal_share,mean_sentence_length,long_sentence_share,procedural_share,legalese_per_1000w,iptech_per_1000w,madey2002_per_1000w,roche2011_per_1000w,Tone_Index,Clarity_Index,Legal_Load_Index
Albert Einstein/Yeshiva || 1996,Albert Einstein/Yeshiva,1996,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 1997,Albert Einstein/Yeshiva,1997,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 1998,Albert Einstein/Yeshiva,1998,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 1999,Albert Einstein/Yeshiva,1999,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2000,Albert Einstein/Yeshiva,2000,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2001,Albert Einstein/Yeshiva,2001,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2002,Albert Einstein/Yeshiva,2002,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2003,Albert Einstein/Yeshiva,2003,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2004,Albert Einstein/Yeshiva,2004,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2005,Albert Einstein/Yeshiva,2005,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2006,Albert Einstein/Yeshiva,2006,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2007,Albert Einstein/Yeshiva,2007,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2008,Albert Einstein/Yeshiva,2008,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2009,Albert Einstein/Yeshiva,2009,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2010,Albert Einstein/Yeshiva,2010,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2011,Albert Einstein/Yeshiva,2011,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2012,Albert Einstein/Yeshiva,2012,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2013,Albert Einstein/Yeshiva,2013,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2014,Albert Einstein/Yeshiva,2014,1985.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,49.0,2091.0,0.33043059434183675,0.28108880300000005,0.16326530612244897,0.30612244897959184,0.5306122448979592,3.3476805356288857,17.21664275466284,0.0,0.0,0.0,0.8529411764705882,42.673469387755105,0.5306122448979592,0.1836734693877551,1.4347202295552368,58.8235294117647,0.0,0.9564801530368245,-0.2964829331610327,-0.25026349141556115,1.0311445209106187
Albert Einstein/Yeshiva || 2015,Albert Einstein/Yeshiva,2015,2015.0,0,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,77.0,2472.0,0.3949666996428572,0.455774045,0.23376623376623376,0.2987012987012987,0.4675324675324675,2.8317152103559873,22.249190938511326,0.0,0.0,0.0,0.898876404494382,32.103896103896105,0.4025974025974026,0.15584415584415584,2.4271844660194173,50.970873786407765,0.0,2.0226537216828477,-0.5418655266626488,0.38435858271750645,1.150078617059557
Albert Einstein/Yeshiva || 2016,Albert Einstein/Yeshiva,2016,2015.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,77.0,2472.0,0.3949666996428572,0.455774045,0.23376623376623376,0.2987012987012987,0.4675324675324675,2.8317152103559873,22.249190938511326,0.0,0.0,0.0,0.898876404494382,32.103896103896105,0.4025974025974026,0.15584415584415584,2.4271844660194173,50.970873786407765,0.0,2.0226537216828477,-0.5418655266626488,0.38435858271750645,1.150078617059557
Albert Einstein/Yeshiva || 2017,Albert Einstein/Yeshiva,2017,2015.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,77.0,2472.0,0.3949666996428572,0.455774045,0.23376623376623376,0.2987012987012987,0.4675324675324675,2.8317152103559873,22.249190938511326,0.0,0.0,0.0,0.898876404494382,32.103896103896105,0.4025974025974026,0.15584415584415584,2.4271844660194173,50.970873786407765,0.0,2.0226537216828477,-0.5418655266626488,0.38435858271750645,1.150078617059557
Albert Einstein/Yeshiva || 2018,Albert Einstein/Yeshiva,2018,2018.0,0,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,81.0,2979.0,0.37936325488271605,0.455774045,0.2345679012345679,0.2839506172839506,0.48148148148148145,2.3497818059751596,20.476670023497817,0.3356831151393085,0.0,0.0,0.8958333333333334,36.77777777777778,0.48148148148148145,0.18518518518518517,1.342732460557234,43.3031218529708,0.3356831151393085,1.6784155756965424,-0.6694770268511924,0.13067279600234452,0.47739997428077124
Albert Einstein/Yeshiva || 2019,Albert Einstein/Yeshiva,2019,2018.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,81.0,2979.0,0.37936325488271605,0.455774045,0.2345679012345679,0.2839506172839506,0.48148148148148145,2.3497818059751596,20.476670023497817,0.3356831151393085,0.0,0.0,0.8958333333333334,36.77777777777778,0.48148148148148145,0.18518518518518517,1.342732460557234,43.3031218529708,0.3356831151393085,1.6784155756965424,-0.6694770268511924,0.13067279600234452,0.47739997428077124
Albert Einstein/Yeshiva || 2020,Albert Einstein/Yeshiva,2020,2018.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,81.0,2979.0,0.37936325488271605,0.455774045,0.2345679012345679,0.2839506172839506,0.48148148148148145,2.3497818059751596,20.476670023497817,0.3356831151393085,0.0,0.0,0.8958333333333334,36.77777777777778,0.48148148148148145,0.18518518518518517,1.342732460557234,43.3031218529708,0.3356831151393085,1.6784155756965424,-0.6694770268511924,0.13067279600234452,0.47739997428077124
Albert Einstein/Yeshiva || 2021,Albert Einstein/Yeshiva,2021,2018.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,81.0,2979.0,0.37936325488271605,0.455774045,0.2345679012345679,0.2839506172839506,0.48148148148148145,2.3497818059751596,20.476670023497817,0.3356831151393085,0.0,0.0,0.8958333333333334,36.77777777777778,0.48148148148148145,0.18518518518518517,1.342732460557234,43.3031218529708,0.3356831151393085,1.6784155756965424,-0.6694770268511924,0.13067279600234452,0.47739997428077124
Albert Einstein/Yeshiva || 2022,Albert Einstein/Yeshiva,2022,2018.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,81.0,2979.0,0.37936325488271605,0.455774045,0.2345679012345679,0.2839506172839506,0.48148148148148145,2.3497818059751596,20.476670023497817,0.3356831151393085,0.0,0.0,0.8958333333333334,36.77777777777778,0.48148148148148145,0.18518518518518517,1.342732460557234,43.3031218529708,0.3356831151393085,1.6784155756965424,-0.6694770268511924,0.13067279600234452,0.47739997428077124
Albert Einstein/Yeshiva || 2023,Albert Einstein/Yeshiva,2023,2018.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,81.0,2979.0,0.37936325488271605,0.455774045,0.2345679012345679,0.2839506172839506,0.48148148148148145,2.3497818059751596,20.476670023497817,0.3356831151393085,0.0,0.0,0.8958333333333334,36.77777777777778,0.48148148148148145,0.18518518518518517,1.342732460557234,43.3031218529708,0.3356831151393085,1.6784155756965424,-0.6694770268511924,0.13067279600234452,0.47739997428077124
Albert Einstein/Yeshiva || 2024,Albert Einstein/Yeshiva,2024,2018.0,1,NY,1.0,0.0,1.0,Urban,0.0,1.0,Private R2,Y,N,81.0,2979.0,0.37936325488271605,0.455774045,0.2345679012345679,0.2839506172839506,0.48148148148148145,2.3497818059751596,20.476670023497817,0.3356831151393085,0.0,0.0,0.8958333333333334,36.77777777777778,0.48148148148148145,0.18518518518518517,1.342732460557234,43.3031218529708,0.3356831151393085,1.6784155756965424,-0.6694770268511924,0.13067279600234452,0.47739997428077124
